"","ID","SEX","SumAbsent","DAYN","STAGE","SUNT","PercentAbsent"
"482","85-2-6-850509",1,570,33,2,627,0.909090909090909
"483","85-2-6-850509",2,18,33,2,627,0.0287081339712919
"484","85-2-6-850509",12,0,33,2,627,0
"485","85-2-6-850614",1,444,35,3,603,0.736318407960199
"486","85-2-6-850614",2,730,35,3,603,1.2106135986733
"487","85-2-6-850614",12,341,35,3,603,0.565505804311774
"488","85-2-7-850326",1,391,-3,1,638,0.612852664576803
"489","85-2-7-850326",12,0,-3,1,638,0
"490","85-2-7-850401",1,195,3,2,627,0.311004784688995
"491","85-2-7-850401",2,19,3,2,627,0.0303030303030303
"492","85-2-7-850401",12,0,3,2,627,0
"493","85-2-7-850507",1,497,5,3,630,0.788888888888889
"494","85-2-7-850507",2,109,5,3,630,0.173015873015873
"495","85-2-7-850507",12,21,5,3,630,0.0333333333333333
"496","85-2-7-850407",1,257,9,2,616,0.417207792207792
"497","85-2-7-850407",2,281,9,2,616,0.456168831168831
"498","85-2-7-850407",12,0,9,2,616,0
"499","85-2-7-850513",1,465,11,3,622,0.747588424437299
"500","85-2-7-850513",2,226,11,3,622,0.363344051446945
"501","85-2-7-850513",12,4,11,3,622,0.00643086816720257
"502","85-2-7-850413",1,489,15,2,606,0.806930693069307
"503","85-2-7-850413",2,203,15,2,606,0.334983498349835
"504","85-2-7-850413",12,1,15,2,606,0.00165016501650165
"505","85-2-7-850519",1,479,17,3,616,0.777597402597403
"506","85-2-7-850519",2,597,17,3,616,0.969155844155844
"507","85-2-7-850519",12,91,17,3,616,0.147727272727273
"508","85-2-7-850419",1,187,21,2,556,0.336330935251799
"509","85-2-7-850419",2,53,21,2,556,0.0953237410071942
"510","85-2-7-850419",12,0,21,2,556,0
"511","85-2-7-850525",1,601,23,3,611,0.983633387888707
"512","85-2-7-850525",2,503,23,3,611,0.823240589198036
"513","85-2-7-850525",12,227,23,3,611,0.37152209492635
"514","85-2-7-850425",1,86,27,2,547,0.157221206581353
"515","85-2-7-850425",2,132,27,2,547,0.241316270566728
"516","85-2-7-850425",12,0,27,2,547,0
"517","85-2-7-850531",1,711,29,3,607,1.17133443163097
"518","85-2-7-850531",2,329,29,3,607,0.542009884678748
"519","85-2-7-850531",12,162,29,3,607,0.266886326194399
"520","85-2-7-850501",1,219,33,2,638,0.343260188087774
"521","85-2-7-850501",2,83,33,2,638,0.130094043887147
"522","85-2-7-850501",12,0,33,2,638,0
"523","85-2-7-850606",1,789,35,3,604,1.30629139072848
"524","85-2-7-850606",2,719,35,3,604,1.19039735099338
"525","85-2-7-850606",12,443,35,3,604,0.733443708609272
"526","85-2-8-850329",1,509,-9,1,632,0.805379746835443
"527","85-2-8-850329",2,50,-9,1,632,0.0791139240506329
"528","85-2-8-850329",12,0,-9,1,632,0
"529","85-2-8-850404",1,339,-3,1,622,0.545016077170418
"530","85-2-8-850404",12,0,-3,1,622,0
"531","85-2-8-850510",1,440,0,3,626,0.702875399361022
"532","85-2-8-850510",2,3,0,3,626,0.00479233226837061
"533","85-2-8-850510",12,0,0,3,626,0
"534","85-2-8-850410",1,398,3,2,611,0.65139116202946
"535","85-2-8-850410",2,1,3,2,611,0.0016366612111293
"536","85-2-8-850410",12,1,3,2,611,0.0016366612111293
"537","85-2-8-850516",1,678,5,3,619,1.09531502423263
"538","85-2-8-850516",2,43,5,3,619,0.0694668820678514
"539","85-2-8-850516",12,0,5,3,619,0
"540","85-2-8-850416",1,399,9,2,601,0.663893510815308
"541","85-2-8-850416",2,37,9,2,601,0.0615640599001664
"542","85-2-8-850416",12,0,9,2,601,0
"543","85-2-8-850522",1,617,11,3,613,1.00652528548124
"544","85-2-8-850522",2,165,11,3,613,0.269168026101142
"545","85-2-8-850522",12,26,11,3,613,0.0424143556280587
"546","85-2-8-850422",1,342,15,2,551,0.620689655172414
"547","85-2-8-850422",2,17,15,2,551,0.0308529945553539
"548","85-2-8-850422",12,0,15,2,551,0
"549","85-2-8-850528",1,608,17,3,609,0.998357963875205
"550","85-2-8-850528",2,398,17,3,609,0.653530377668309
"551","85-2-8-850528",12,143,17,3,609,0.234811165845649
"552","85-2-8-850428",1,382,21,2,642,0.595015576323987
"553","85-2-8-850428",2,230,21,2,642,0.358255451713396
"554","85-2-8-850428",12,0,21,2,642,0
"555","85-2-8-850603",1,674,23,3,606,1.11221122112211
"556","85-2-8-850603",2,541,23,3,606,0.892739273927393
"557","85-2-8-850603",12,69,23,3,606,0.113861386138614
"558","85-2-8-850504",1,467,27,2,634,0.736593059936908
"559","85-2-8-850504",2,201,27,2,634,0.317034700315457
"560","85-2-8-850504",12,0,27,2,634,0
"561","85-2-8-850609",1,671,29,3,604,1.11092715231788
"562","85-2-8-850609",2,547,29,3,604,0.905629139072848
"563","85-2-8-850609",12,177,29,3,604,0.293046357615894
"564","85-2-8-850615",1,734,35,3,603,1.21724709784411
"565","85-2-8-850615",2,463,35,3,603,0.767827529021559
"566","85-2-8-850615",12,212,35,3,603,0.351575456053068
"567","85-3-9-850329",1,422,-15,1,632,0.667721518987342
"568","85-3-9-850329",12,0,-15,1,632,0
"569","85-3-9-850404",1,524,-9,1,622,0.842443729903537
"570","85-3-9-850404",2,9,-9,1,622,0.0144694533762058
"571","85-3-9-850404",12,0,-9,1,622,0
"572","85-3-9-850410",1,333,-3,1,611,0.545008183306056
"573","85-3-9-850410",2,13,-3,1,611,0.0212765957446809
"574","85-3-9-850410",12,0,-3,1,611,0
"575","85-3-9-850516",1,453,0,3,619,0.731825525040388
"576","85-3-9-850516",2,34,0,3,619,0.0549273021001615
"577","85-3-9-850516",12,3,0,3,619,0.00484652665589661
"578","85-3-9-850416",1,244,3,2,601,0.405990016638935
"579","85-3-9-850416",2,181,3,2,601,0.301164725457571
"580","85-3-9-850416",12,0,3,2,601,0
"581","85-3-9-850522",1,474,5,3,613,0.773246329526917
"582","85-3-9-850522",2,28,5,3,613,0.0456769983686786
"583","85-3-9-850522",12,0,5,3,613,0
"584","85-3-9-850422",1,306,9,2,551,0.55535390199637
"585","85-3-9-850422",2,391,9,2,551,0.70961887477314
"586","85-3-9-850422",12,18,9,2,551,0.0326678765880218
"587","85-3-9-850528",1,675,11,3,609,1.10837438423645
"588","85-3-9-850528",2,154,11,3,609,0.252873563218391
"589","85-3-9-850528",12,110,11,3,609,0.180623973727422
"590","85-3-9-850428",1,444,15,2,542,0.819188191881919
"591","85-3-9-850428",2,431,15,2,542,0.79520295202952
"592","85-3-9-850428",12,0,15,2,542,0
"593","85-3-9-850603",1,941,17,3,606,1.55280528052805
"594","85-3-9-850603",2,632,17,3,606,1.04290429042904
"595","85-3-9-850603",12,242,17,3,606,0.399339933993399
"596","85-3-9-850504",1,40,21,2,634,0.0630914826498423
"597","85-3-9-850504",2,463,21,2,634,0.730283911671924
"598","85-3-9-850504",12,0,21,2,634,0
"599","85-3-9-850609",1,584,23,3,604,0.966887417218543
"600","85-3-9-850609",2,863,23,3,604,1.42880794701987
"601","85-3-9-850609",12,277,23,3,604,0.458609271523179
"602","85-3-9-850510",1,258,27,2,626,0.412140575079872
"603","85-3-9-850510",2,323,27,2,626,0.515974440894569
"604","85-3-9-850510",12,0,27,2,626,0
"605","85-3-9-850615",1,814,29,3,603,1.34991708126036
"606","85-3-9-850615",2,573,29,3,603,0.950248756218905
"607","85-3-9-850615",12,309,29,3,603,0.512437810945274
"608","85-3-10-850325",1,140,-9,1,640,0.21875
"609","85-3-10-850325",2,75,-9,1,640,0.1171875
"610","85-3-10-850325",12,8,-9,1,640,0.0125
"611","85-3-10-850331",1,501,-3,1,629,0.796502384737679
"612","85-3-10-850331",2,152,-3,1,629,0.241653418124006
"613","85-3-10-850331",12,0,-3,1,629,0
"614","85-3-10-850506",1,388,0,3,631,0.614896988906498
"615","85-3-10-850506",2,80,0,3,631,0.126782884310618
"616","85-3-10-850506",12,0,0,3,631,0
"617","85-3-10-850406",1,285,3,2,618,0.461165048543689
"618","85-3-10-850406",2,52,3,2,618,0.0841423948220065
"619","85-3-10-850406",12,0,3,2,618,0
"620","85-3-10-850512",1,422,5,3,624,0.676282051282051
"621","85-3-10-850512",2,3,5,3,624,0.00480769230769231
"622","85-3-10-850512",12,0,5,3,624,0
"623","85-3-10-850412",1,130,9,2,608,0.213815789473684
"624","85-3-10-850412",2,34,9,2,608,0.0559210526315789
"625","85-3-10-850412",12,13,9,2,608,0.0213815789473684
"626","85-3-10-850518",1,756,11,3,617,1.22528363047002
"627","85-3-10-850518",2,178,11,3,617,0.288492706645057
"628","85-3-10-850518",12,18,11,3,617,0.0291734197730956
"629","85-3-10-850418",1,445,15,2,558,0.797491039426523
"630","85-3-10-850418",2,46,15,2,558,0.0824372759856631
"631","85-3-10-850418",12,0,15,2,558,0
"632","85-3-10-850524",1,870,17,3,612,1.42156862745098
"633","85-3-10-850524",2,313,17,3,612,0.511437908496732
"634","85-3-10-850524",12,131,17,3,612,0.214052287581699
"635","85-3-10-850424",1,261,21,2,548,0.476277372262774
"636","85-3-10-850424",2,4,21,2,548,0.0072992700729927
"637","85-3-10-850424",12,0,21,2,548,0
"638","85-3-10-850530",1,719,23,3,608,1.18256578947368
"639","85-3-10-850530",2,579,23,3,608,0.952302631578947
"640","85-3-10-850530",12,244,23,3,608,0.401315789473684
"641","85-3-10-850430",1,378,27,2,639,0.591549295774648
"642","85-3-10-850430",2,84,27,2,639,0.131455399061033
"643","85-3-10-850430",12,0,27,2,639,0
"644","85-3-10-850605",1,645,29,3,605,1.06611570247934
"645","85-3-10-850605",2,636,29,3,605,1.05123966942149
"646","85-3-10-850605",12,264,29,3,605,0.436363636363636
"647","85-3-10-850611",1,702,35,3,603,1.16417910447761
"648","85-3-10-850611",2,471,35,3,603,0.781094527363184
"649","85-3-10-850611",12,39,35,3,603,0.0646766169154229
"650","85-3-12-850403",1,499,-3,1,623,0.800963081861958
"651","85-3-12-850403",2,138,-3,1,623,0.221508828250401
"652","85-3-12-850403",12,0,-3,1,623,0
"653","85-3-12-850509",1,402,0,3,627,0.641148325358852
"654","85-3-12-850509",2,168,0,3,627,0.267942583732057
"655","85-3-12-850509",12,45,0,3,627,0.0717703349282297
"656","85-3-12-850409",1,407,3,2,613,0.66394779771615
"657","85-3-12-850409",2,300,3,2,613,0.489396411092985
"658","85-3-12-850409",12,0,3,2,613,0
"659","85-3-12-850515",1,757,5,3,620,1.22096774193548
"660","85-3-12-850515",2,200,5,3,620,0.32258064516129
"661","85-3-12-850515",12,7,5,3,620,0.0112903225806452
"662","85-3-12-850415",1,561,9,2,603,0.930348258706468
"663","85-3-12-850415",2,183,9,2,603,0.303482587064677
"664","85-3-12-850415",12,0,9,2,603,0
"665","85-3-12-850521",1,641,11,3,614,1.04397394136808
"666","85-3-12-850521",2,676,11,3,614,1.10097719869707
"667","85-3-12-850521",12,197,11,3,614,0.320846905537459
"668","85-3-12-850421",1,330,15,2,553,0.596745027124774
"669","85-3-12-850421",2,344,15,2,553,0.622061482820977
"670","85-3-12-850421",12,0,15,2,553,0
"671","85-3-12-850527",1,854,17,3,610,1.4
"672","85-3-12-850527",2,485,17,3,610,0.795081967213115
"673","85-3-12-850527",12,313,17,3,610,0.513114754098361
"674","85-3-12-850427",1,98,21,2,544,0.180147058823529
"675","85-3-12-850427",2,434,21,2,544,0.797794117647059
"676","85-3-12-850427",12,0,21,2,544,0
"677","85-3-12-850602",1,853,23,3,606,1.40759075907591
"678","85-3-12-850602",2,721,23,3,606,1.18976897689769
"679","85-3-12-850602",12,143,23,3,606,0.235973597359736
"680","85-3-12-850503",1,448,27,2,635,0.705511811023622
"681","85-3-12-850503",2,369,27,2,635,0.581102362204724
"682","85-3-12-850503",12,47,27,2,635,0.0740157480314961
"683","85-3-12-850608",1,578,29,3,604,0.956953642384106
"684","85-3-12-850608",2,706,29,3,604,1.16887417218543
"685","85-3-12-850608",12,399,29,3,604,0.660596026490066
"686","85-3-12-850614",1,623,35,3,603,1.03316749585406
"687","85-3-12-850614",2,732,35,3,603,1.21393034825871
"688","85-3-12-850614",12,465,35,3,603,0.771144278606965
"689","85-4-13-850515",1,641,5,3,620,1.03387096774194
"690","85-4-13-850515",2,4,5,3,620,0.00645161290322581
"691","85-4-13-850515",12,0,5,3,620,0
"692","85-4-13-850415",1,430,9,2,603,0.713101160862355
"693","85-4-13-850415",2,171,9,2,603,0.283582089552239
"694","85-4-13-850415",12,67,9,2,603,0.111111111111111
"695","85-4-13-850521",1,794,11,3,614,1.29315960912052
"696","85-4-13-850521",2,101,11,3,614,0.164495114006515
"697","85-4-13-850521",12,17,11,3,614,0.0276872964169381
"698","85-4-13-850421",1,214,15,2,553,0.386980108499096
"699","85-4-13-850421",2,240,15,2,553,0.433996383363472
"700","85-4-13-850421",12,0,15,2,553,0
"701","85-4-13-850527",1,814,17,3,610,1.3344262295082
"702","85-4-13-850527",2,239,17,3,610,0.391803278688525
"703","85-4-13-850527",12,4,17,3,610,0.00655737704918033
"704","85-4-13-850427",1,351,21,2,544,0.645220588235294
"705","85-4-13-850427",2,177,21,2,544,0.325367647058824
"706","85-4-13-850427",12,0,21,2,544,0
"707","85-4-13-850602",1,837,23,3,606,1.38118811881188
"708","85-4-13-850602",2,449,23,3,606,0.740924092409241
"709","85-4-13-850602",12,4,23,3,606,0.0066006600660066
"710","85-4-13-850503",1,583,27,2,635,0.918110236220472
"711","85-4-13-850503",2,174,27,2,635,0.274015748031496
"712","85-4-13-850503",12,4,27,2,635,0.0062992125984252
"713","85-4-13-850608",1,906,29,3,604,1.5
"714","85-4-13-850608",2,772,29,3,604,1.27814569536424
"715","85-4-13-850608",12,203,29,3,604,0.336092715231788
"716","85-4-13-850509",1,398,33,2,627,0.634768740031898
"717","85-4-13-850509",2,304,33,2,627,0.484848484848485
"718","85-4-13-850509",12,0,33,2,627,0
"719","85-4-13-850614",1,776,35,3,603,1.28689883913765
"720","85-4-13-850614",2,723,35,3,603,1.19900497512438
"721","85-4-13-850614",12,338,35,3,603,0.560530679933665
"722","85-4-14-850416",1,488,3,2,601,0.81198003327787
"723","85-4-14-850416",2,4,3,2,601,0.00665557404326123
"724","85-4-14-850416",12,0,3,2,601,0
"725","85-4-14-850522",1,683,5,3,613,1.1141924959217
"726","85-4-14-850522",2,30,5,3,613,0.0489396411092985
"727","85-4-14-850522",12,0,5,3,613,0
"728","85-4-14-850422",1,130,9,2,551,0.235934664246824
"729","85-4-14-850422",2,449,9,2,551,0.814882032667877
"730","85-4-14-850422",12,0,9,2,551,0
"731","85-4-14-850528",1,746,11,3,609,1.22495894909688
"732","85-4-14-850528",2,413,11,3,609,0.67816091954023
"733","85-4-14-850528",12,0,11,3,609,0
"734","85-4-14-850428",1,220,15,2,542,0.40590405904059
"735","85-4-14-850428",2,286,15,2,542,0.527675276752767
"736","85-4-14-850428",12,0,15,2,542,0
"737","85-4-14-850603",1,663,17,3,606,1.09405940594059
"738","85-4-14-850603",2,347,17,3,606,0.572607260726073
"739","85-4-14-850603",12,74,17,3,606,0.122112211221122
"740","85-4-14-850504",1,203,21,2,634,0.32018927444795
"741","85-4-14-850504",2,199,21,2,634,0.313880126182965
"742","85-4-14-850504",12,0,21,2,634,0
"743","85-4-14-850609",1,641,23,3,604,1.0612582781457
"744","85-4-14-850609",2,665,23,3,604,1.10099337748344
"745","85-4-14-850609",12,364,23,3,604,0.602649006622517
"746","85-4-14-850510",1,466,27,2,626,0.744408945686901
"747","85-4-14-850510",2,349,27,2,626,0.557507987220447
"748","85-4-14-850510",12,2,27,2,626,0.00319488817891374
"749","85-4-14-850615",1,815,29,3,603,1.35157545605307
"750","85-4-14-850615",2,402,29,3,603,0.666666666666667
"751","85-4-14-850615",12,285,29,3,603,0.472636815920398
"752","85-4-14-850516",1,455,33,2,619,0.735056542810985
"753","85-4-14-850516",2,17,33,2,619,0.0274636510500808
"754","85-4-14-850516",12,0,33,2,619,0
"755","85-4-14-850621",1,686,35,3,603,1.13764510779436
"756","85-4-14-850621",2,62,35,3,603,0.102819237147595
"757","85-4-14-850621",12,0,35,3,603,0
"758","85-4-15-850531",1,599,5,3,607,0.986820428336079
"759","85-4-15-850531",2,167,5,3,607,0.275123558484349
"760","85-4-15-850531",12,0,5,3,607,0
"761","85-4-15-850606",1,943,11,3,604,1.5612582781457
"762","85-4-15-850606",2,305,11,3,604,0.504966887417219
"763","85-4-15-850606",12,100,11,3,604,0.165562913907285
"764","85-4-15-850507",1,173,15,2,630,0.274603174603175
"765","85-4-15-850507",2,49,15,2,630,0.0777777777777778
"766","85-4-15-850507",12,0,15,2,630,0
"767","85-4-15-850612",1,861,17,3,603,1.42786069651741
"768","85-4-15-850612",2,322,17,3,603,0.533996683250415
"769","85-4-15-850612",12,25,17,3,603,0.0414593698175788
"770","85-4-15-850513",1,203,21,2,622,0.326366559485531
"771","85-4-15-850513",2,206,21,2,622,0.331189710610932
"772","85-4-15-850513",12,2,21,2,622,0.00321543408360129
"773","85-4-15-850618",1,822,23,3,603,1.36318407960199
"774","85-4-15-850618",2,476,23,3,603,0.7893864013267
"775","85-4-15-850618",12,178,23,3,603,0.295190713101161
"776","85-4-15-850519",1,339,27,2,616,0.550324675324675
"777","85-4-15-850519",2,194,27,2,616,0.314935064935065
"778","85-4-15-850519",12,0,27,2,616,0
"779","85-4-15-850624",1,781,29,3,604,1.29304635761589
"780","85-4-15-850624",2,525,29,3,604,0.869205298013245
"781","85-4-15-850624",12,343,29,3,604,0.567880794701987
"782","85-4-15-850525",1,430,33,2,611,0.703764320785597
"783","85-4-15-850525",2,110,33,2,611,0.180032733224223
"784","85-4-15-850525",12,0,33,2,611,0
"785","85-4-15-850630",1,451,35,3,607,0.742998352553542
"786","85-4-15-850630",2,585,35,3,607,0.963756177924217
"787","85-4-15-850630",12,170,35,3,607,0.28006589785832
"788","85-4-16-850418",1,176,3,2,558,0.315412186379928
"789","85-4-16-850418",2,307,3,2,558,0.550179211469534
"790","85-4-16-850418",12,0,3,2,558,0
"791","85-4-16-850524",1,761,5,3,612,1.24346405228758
"792","85-4-16-850524",12,0,5,3,612,0
"793","85-4-16-850424",1,563,9,2,548,1.02737226277372
"794","85-4-16-850424",12,0,9,2,548,0
"795","85-4-16-850530",1,936,11,3,608,1.53947368421053
"796","85-4-16-850530",2,267,11,3,608,0.439144736842105
"797","85-4-16-850530",12,82,11,3,608,0.134868421052632
"798","85-4-16-850430",1,328,15,2,639,0.513302034428795
"799","85-4-16-850430",2,100,15,2,639,0.156494522691706
"800","85-4-16-850430",12,0,15,2,639,0
"801","85-4-16-850605",1,820,17,3,605,1.35537190082645
"802","85-4-16-850605",2,264,17,3,605,0.436363636363636
"803","85-4-16-850605",12,40,17,3,605,0.0661157024793388
"804","85-4-16-850506",1,6,21,2,631,0.00950871632329636
"805","85-4-16-850506",2,257,21,2,631,0.407290015847861
"806","85-4-16-850506",12,5,21,2,631,0.00792393026941363
"807","85-4-16-850611",1,862,23,3,603,1.42951907131012
"808","85-4-16-850611",2,518,23,3,603,0.859038142620232
"809","85-4-16-850611",12,321,23,3,603,0.532338308457711
"810","85-4-16-850512",1,644,27,2,624,1.03205128205128
"811","85-4-16-850512",2,222,27,2,624,0.355769230769231
"812","85-4-16-850512",12,0,27,2,624,0
"813","85-4-16-850617",1,839,29,3,603,1.39137645107794
"814","85-4-16-850617",2,320,29,3,603,0.530679933665008
"815","85-4-16-850617",12,252,29,3,603,0.417910447761194
"816","85-4-16-850518",1,358,33,2,617,0.580226904376013
"817","85-4-16-850518",2,122,33,2,617,0.19773095623987
"818","85-4-16-850518",12,0,33,2,617,0
"819","85-4-16-850623",1,838,35,3,603,1.38971807628524
"820","85-4-16-850623",2,738,35,3,603,1.22388059701493
"821","85-4-16-850623",12,542,35,3,603,0.898839137645108
"822","86-1-1-860326",1,446,-51,1,638,0.699059561128527
"823","86-1-1-860326",2,283,-51,1,638,0.443573667711599
"824","86-1-1-860326",12,57,-51,1,638,0.0893416927899686
"825","86-1-1-860401",1,684,-45,1,627,1.09090909090909
"826","86-1-1-860401",2,280,-45,1,627,0.446570972886762
"827","86-1-1-860401",12,0,-45,1,627,0
"828","86-1-1-860407",1,733,-39,1,616,1.18993506493506
"829","86-1-1-860407",2,215,-39,1,616,0.349025974025974
"830","86-1-1-860407",12,68,-39,1,616,0.11038961038961
"831","86-1-1-860414",1,664,-33,1,604,1.09933774834437
"832","86-1-1-860414",2,182,-33,1,604,0.301324503311258
"833","86-1-1-860414",12,39,-33,1,604,0.0645695364238411
"834","86-1-1-860418",1,732,-27,1,558,1.31182795698925
"835","86-1-1-860418",2,270,-27,1,558,0.483870967741935
"836","86-1-1-860418",12,82,-27,1,558,0.146953405017921
"837","86-1-1-860425",1,492,-21,1,547,0.89945155393053
"838","86-1-1-860425",2,11,-21,1,547,0.020109689213894
"839","86-1-1-860425",12,0,-21,1,547,0
"840","86-1-1-860501",1,237,-15,1,638,0.371473354231975
"841","86-1-1-860501",2,162,-15,1,638,0.253918495297806
"842","86-1-1-860501",12,0,-15,1,638,0
"843","86-1-1-860507",1,387,-9,1,630,0.614285714285714
"844","86-1-1-860507",2,43,-9,1,630,0.0682539682539682
"845","86-1-1-860507",12,0,-9,1,630,0
"846","86-1-1-860513",1,382,-3,1,622,0.614147909967846
"847","86-1-1-860513",2,311,-3,1,622,0.5
"848","86-1-1-860513",12,53,-3,1,622,0.0852090032154341
"849","86-1-1-860519",1,293,3,2,615,0.476422764227642
"850","86-1-1-860519",2,61,3,2,615,0.0991869918699187
"851","86-1-1-860519",12,0,3,2,615,0
"852","86-1-1-860623",1,635,5,3,604,1.05132450331126
"853","86-1-1-860623",2,73,5,3,604,0.120860927152318
"854","86-1-1-860623",12,0,5,3,604,0
"855","86-1-1-860714",1,957,7,4,616,1.55357142857143
"856","86-1-1-860714",2,462,7,4,616,0.75
"857","86-1-1-860714",12,2,7,4,616,0.00324675324675325
"858","86-1-1-860527",1,483,9,2,610,0.791803278688525
"859","86-1-1-860527",2,150,9,2,610,0.245901639344262
"860","86-1-1-860527",12,0,9,2,610,0
"861","86-1-1-860630",1,789,11,3,607,1.2998352553542
"862","86-1-1-860630",2,9,11,3,607,0.014827018121911
"863","86-1-1-860630",12,0,11,3,607,0
"864","86-1-1-860602",1,270,15,2,606,0.445544554455446
"865","86-1-1-860602",2,85,15,2,606,0.14026402640264
"866","86-1-1-860602",12,0,15,2,606,0
"867","86-1-1-860707",1,581,17,3,611,0.950900163666121
"868","86-1-1-860707",12,0,17,3,611,0
"869","86-1-1-860609",1,358,27,2,604,0.592715231788079
"870","86-1-1-860609",2,180,27,2,604,0.298013245033113
"871","86-1-1-860609",12,0,27,2,604,0
"872","86-1-1-860616",1,754,33,2,603,1.25041459369818
"873","86-1-1-860616",12,0,33,2,603,0
"874","86-1-2-860502",1,538,0,3,636,0.845911949685535
"875","86-1-2-860502",12,0,0,3,636,0
"876","86-1-2-860327",1,411,3,2,636,0.64622641509434
"877","86-1-2-860327",2,52,3,2,636,0.0817610062893082
"878","86-1-2-860327",12,0,3,2,636,0
"879","86-1-2-860508",1,396,5,3,628,0.630573248407643
"880","86-1-2-860508",2,157,5,3,628,0.25
"881","86-1-2-860508",12,0,5,3,628,0
"882","86-1-2-860402",1,588,9,2,625,0.9408
"883","86-1-2-860402",2,166,9,2,625,0.2656
"884","86-1-2-860402",12,2,9,2,625,0.0032
"885","86-1-2-860514",1,737,11,3,621,1.18679549114332
"886","86-1-2-860514",2,11,11,3,621,0.0177133655394525
"887","86-1-2-860514",12,0,11,3,621,0
"888","86-1-2-860408",1,635,15,2,615,1.03252032520325
"889","86-1-2-860408",2,157,15,2,615,0.255284552845528
"890","86-1-2-860408",12,0,15,2,615,0
"891","86-1-2-860414",1,496,21,2,604,0.821192052980132
"892","86-1-2-860414",2,205,21,2,604,0.339403973509934
"893","86-1-2-860414",12,0,21,2,604,0
"894","86-1-2-860520",1,834,23,3,615,1.35609756097561
"895","86-1-2-860520",2,549,23,3,615,0.892682926829268
"896","86-1-2-860520",12,0,23,3,615,0
"897","86-1-2-860422",1,243,27,2,551,0.441016333938294
"898","86-1-2-860422",2,213,27,2,551,0.386569872958258
"899","86-1-2-860422",12,0,27,2,551,0
"900","86-1-2-860527",1,891,29,3,610,1.46065573770492
"901","86-1-2-860527",2,582,29,3,610,0.954098360655738
"902","86-1-2-860527",12,334,29,3,610,0.547540983606557
"903","86-1-2-860425",1,308,30,2,547,0.563071297989031
"904","86-1-2-860425",2,358,30,2,547,0.654478976234004
"905","86-1-2-860425",12,2,30,2,547,0.0036563071297989
"906","86-1-2-860428",1,694,33,2,642,1.0809968847352
"907","86-1-2-860428",2,118,33,2,642,0.183800623052959
"908","86-1-2-860428",12,0,33,2,642,0
"909","86-1-3-860328",1,679,-9,1,634,1.07097791798107
"910","86-1-3-860328",2,31,-9,1,634,0.0488958990536278
"911","86-1-3-860328",12,0,-9,1,634,0
"912","86-1-3-860403",1,637,-3,1,623,1.02247191011236
"913","86-1-3-860403",12,0,-3,1,623,0
"914","86-1-3-860407",1,825,1,2,616,1.33928571428571
"915","86-1-3-860407",12,0,1,2,616,0
"916","86-1-3-860409",1,475,3,2,613,0.774877650897227
"917","86-1-3-860409",2,21,3,2,613,0.034257748776509
"918","86-1-3-860409",12,0,3,2,613,0
"919","86-1-3-860513",1,625,5,3,622,1.0048231511254
"920","86-1-3-860513",2,126,5,3,622,0.202572347266881
"921","86-1-3-860513",12,0,5,3,622,0
"922","86-1-3-860415",1,782,9,2,603,1.29684908789386
"923","86-1-3-860415",2,14,9,2,603,0.0232172470978441
"924","86-1-3-860415",12,0,9,2,603,0
"925","86-1-3-860519",1,879,11,3,616,1.42694805194805
"926","86-1-3-860519",2,124,11,3,616,0.201298701298701
"927","86-1-3-860519",12,0,11,3,616,0
"928","86-1-3-860418",1,635,12,2,558,1.13799283154122
"929","86-1-3-860418",2,96,12,2,558,0.172043010752688
"930","86-1-3-860418",12,11,12,2,558,0.0197132616487455
"931","86-1-3-860421",1,694,15,2,553,1.25497287522604
"932","86-1-3-860421",2,75,15,2,553,0.135623869801085
"933","86-1-3-860421",12,0,15,2,553,0
"934","86-1-3-860527",1,759,17,3,610,1.24426229508197
"935","86-1-3-860527",2,276,17,3,610,0.452459016393443
"936","86-1-3-860527",12,96,17,3,610,0.157377049180328
"937","86-1-3-860602",1,860,23,3,606,1.41914191419142
"938","86-1-3-860602",2,416,23,3,606,0.686468646864686
"939","86-1-3-860602",12,19,23,3,606,0.0313531353135314
"940","86-1-3-860428",1,263,24,2,642,0.409657320872274
"941","86-1-3-860428",2,514,24,2,642,0.800623052959502
"942","86-1-3-860428",12,0,24,2,642,0
"943","86-1-3-860501",1,354,27,2,638,0.554858934169279
"944","86-1-3-860501",2,438,27,2,638,0.686520376175549
"945","86-1-3-860501",12,0,27,2,638,0
"946","86-1-3-860507",1,463,33,2,630,0.734920634920635
"947","86-1-3-860507",2,263,33,2,630,0.417460317460317
"948","86-1-3-860507",12,0,33,2,630,0
"949","86-1-13-860502",1,455,-9,1,636,0.715408805031447
"950","86-1-13-860502",2,285,-9,1,636,0.44811320754717
"951","86-1-13-860502",12,163,-9,1,636,0.256289308176101
"952","86-1-13-860509",1,139,-3,1,627,0.221690590111643
"953","86-1-13-860509",12,0,-3,1,627,0
"954","86-1-13-860617",1,689,1,4,603,1.14262023217247
"955","86-1-13-860617",2,799,1,4,603,1.32504145936982
"956","86-1-13-860617",12,588,1,4,603,0.975124378109453
"957","86-1-13-860515",1,454,3,2,620,0.732258064516129
"958","86-1-13-860515",12,0,3,2,620,0
"959","86-1-13-860521",1,318,9,2,614,0.517915309446254
"960","86-1-13-860521",2,296,9,2,614,0.482084690553746
"961","86-1-13-860521",12,0,9,2,614,0
